,region,production_field,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
99,Краснодарский край,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,139320513.3,178196507.0,242424959.0,284076015.5,263229463.6,341186699.36,385869951.83,483091257.81,532123414.67,661813186.78,831084947.84,825465070.3,923475501.3,1025101413.11,967478970.09,918998326.79
100,Краснодарский край,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,35416199.85,39047968.62,49613755.5,61991820.59,73786393.5,84354208.33,98676710.56,100329157.92,117373069.56,97150147.39,109727212.55,119759215.3,110398691.8,121025441.72,117414456.28,113499769.26
101,Астраханская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,9503750.7,13370920.5,13686810.7,9319390.5,18548275.3,22508089.3,32245676.8,68392862.7,93638406.3,100786060.2,125060487.2,137479662.7,226960972.4,346022363.8,339167957.3,249844173.9
102,Астраханская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,21550020.3,24040483.5,29939408.6,67243356.0,33630640.0,40937660.7,47863305.9,39812123.7,48550764.74,48602490.0,61013672.3,61916666.4,53839490.4,61945738.9,76914575.7,76028083.9
103,Астраханская область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,9868572.7,8154798.3,8322652.3,8129537.0,10790321.2,13237822.2,15614829.7,17150543.1,20123629.0,23623629.1,25552793.0,28401900.1,27700172.2,27806375.5,29213093.3,29929257.8
104,Волгоградская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,16004153.3,18701315.9,20811576.4,23399797.46,22995339.6,29846591.2,39243233.2,45510941.7,45758322.2,45724560.7,48094333.1,45487289.75,47984776.0,63480491.0,58875263.5,34272695.0
105,Волгоградская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,190585090.0,232830890.9,280312376.5,364525007.2,293914496.8,384316849.1,441570698.0,487115502.78,491156919.3,576019769.8,633926108.2,615925694.36,724306128.6,882562977.7,905402776.03,775584323.2
106,Волгоградская область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,25609560.9,28489927.1,26304984.6,31708757.77,41187222.2,47922162.73,54423706.7,53946769.7,58335116.4,60957555.3,65371488.9,63363990.78,66846910.7,71872041.8,72771334.54,72780640.71
107,Ростовская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,7967527.3,9834713.3,14854125.9,22381402.77,12133110.5,13623060.8,17363655.6,18613643.2,17582306.9,20699548.6,24022667.4,21227860.7,29664232.1,33456880.3,34041272.2,34206877.9
108,Ростовская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,163169757.0,191211576.8,254965363.7,335426214.2,262304480.5,351698820.6,436741881.0,489847673.1,509011888.6,518994909.8,643735263.0,718359623.5,772905048.77,906802757.97,873734891.06,849342841.85
109,Ростовская область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,34726049.5,42560934.5,40601254.8,51113841.7,55710727.85,67566721.2,87967181.4,85751211.1,98613981.9,108396277.2,120470955.1,141823407.8,133563445.8,153514344.2,165944219.38,162209551.2
110,город Севастополь,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,,,,,,,,,,3742685.3,11815218.2,13971571.2,13310215.6,11271530.3,15859181.6,15630051.1
111,город Севастополь,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,,,,,,,,,,729166.0,5805265.9,7158744.8,6492008.5,19102578.7,4259713.1,8877990.5
112,Республика Дагестан,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,2680173.85,2330661.1,2717023.9,2235294.52,2067950.4,2426472.6,2898332.6,3447311.18,3108639.6,3170352.3,3336712.0,3755218.5,4922488.5,5431497.5,5415295.7,4280095.7
113,Республика Дагестан,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,10545924.47,11856045.31,15716650.18,16948995.67,19991836.87,16600622.4,24808096.1,27508274.71,30707813.14,26665824.63,23492848.1,32527963.02,40558116.7,45566698.6,46570751.3,43722489.4
114,Республика Дагестан,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,4410851.2,5111458.9,5743416.6,8348804.21,11401919.7,14167364.2,14071615.6,12152082.34,14076993.76,14167972.19,14166750.3,18077750.29,19314855.1,21949477.2,19469195.5,17750862.4
115,Республика Ингушетия,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,642597.5,559592.3,408838.2,394574.1,380087.3,391561.3,775447.6,1051224.9,1343771.7,1253061.9,1279111.4,1240506.5,1462574.0,1082337.0,1187152.3,920378.4
116,Республика Ингушетия,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,189340.7,328153.34,345548.4,333828.2,401313.3,454633.5,1093731.3,2594190.9,3191379.3,2935893.2,3901113.1,3538796.8,1864977.9,2110617.8,2216358.2,2146473.6
117,Республика Ингушетия,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,226565.4,351432.7,390342.8,536031.8,720504.9,1327748.1,1577956.9,1341573.7,1477482.9,1391324.8,1618607.5,2860821.2,1345031.2,1505786.15,1500605.4,384177.0
118,Кабардино-Балкарская Республика,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,74419.9,94296.1,121228.2,118322.0,223612.0,126318.7,109035.8,177163.67,174598.1,172845.0,209184.5,348451.73,397989.3,249162.3,260276.6,386863.6
119,Кабардино-Балкарская Республика,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,9109890.52,9818287.05,11402997.35,16532942.63,17840557.15,22267353.42,27704018.32,34267985.39,24125923.89,29521286.19,37532312.1,32883290.47,27687862.2,30940249.45,34494994.8,38751605.03
120,Кабардино-Балкарская Республика,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,2853836.1,3458773.6,4426649.6,5183154.8,6871687.8,8394189.2,10226590.9,8092418.2,7333480.2,7566751.8,8156626.5,8526542.4,8733248.9,9828565.6,8448257.2,9541947.9
121,Карачаево-Черкесская Республика,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,543181.1,821689.9,920043.7,1139490.2,1095186.5,1523742.4,1615207.1,1754297.6,1941676.6,1934094.1,2544494.0,2682004.3,2750673.3,2820783.2,2797589.6,2713194.6
122,Карачаево-Черкесская Республика,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,7490263.8,7170541.55,9226783.85,11722062.3,11387619.0,17284311.5,23424357.9,34094240.5,37600166.3,29998985.3,28153081.6,30014234.0,35194384.0,31149885.7,25907580.2,26494436.7
123,Карачаево-Черкесская Республика,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,3317388.7,3433804.6,3020289.4,3625779.8,4461836.7,5234983.3,5231867.7,5603283.2,6080074.6,5362002.8,5760201.6,5860981.1,9061435.9,9401309.2,9792222.4,9824939.7
124,Республика Северная Осетия-Алания,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,144866.4,359906.9,382665.46,367475.89,319371.0,406642.8,326255.7,358323.3,433082.8,547020.4,628014.7,581075.1,660597.3,701624.7,699809.5,636335.6
125,Республика Северная Осетия-Алания,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,14035294.4,17055989.25,20858904.26,17598340.17,11396058.4,14003330.0,15521733.5,15563654.1,16639486.3,16561311.2,22648941.5,18685039.8,27588385.5,19375587.6,19573205.6,18010023.5
126,Республика Северная Осетия-Алания,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,2592629.0,3768556.64,4663038.41,3485766.24,6684634.4,4852638.8,7129438.6,6555010.2,7073913.2,7556213.3,5528838.5,6554979.7,6697325.8,7125048.5,7024792.5,15392799.3
127,Чеченская Республика,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,,,5462304.5,4951358.0,4152426.0,4053007.0,4404819.0,4290047.0,4909844.5,5440400.8,4867879.9,5195827.2,5593040.1,5271935.0,5261315.0,4552198.6
128,Чеченская Республика,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,,,854813.6,1199966.6,813141.5,4702942.8,1645992.8,3065028.0,4473359.3,5662105.3,9812068.5,9103532.5,10185637.6,10381199.0,10935631.2,11931357.8
129,Чеченская Республика,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,,,2161115.0,2909136.4,3983713.1,4282645.1,4585151.0,5303630.6,9764590.4,12675610.1,14120409.8,14680405.5,14378846.8,15462665.5,21598599.5,24685932.8
130,Ставропольский край,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,4601154.36,6440483.4,4544024.7,6227881.89,5768805.03,6429268.5,6844947.6,8173245.18,8425247.06,9239653.29,8846954.6,9235442.94,10659488.4,10547812.9,11282941.6,11073282.6
131,Ставропольский край,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,50335058.22,59746725.51,80039349.71,105509028.4,113179325.0,137541057.21,161181353.5,162288835.56,177175661.27,187870788.33,253762547.5,266028985.19,262210718.5,298608979.0,295086855.0,307718213.5
132,Ставропольский край,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,37520842.6,33064756.8,30931110.32,42033894.5,43591977.83,50518064.4,60225616.5,62571540.26,65085281.29,72412058.78,74463636.7,79956054.2,82963657.5,83310803.4,74894017.8,68663889.1
133,Республика Башкортостан,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,66863792.5,88647769.4,100318901.0,121796003.8,72203445.33,93808904.1,117015829.2,133473318.43,146853919.35,169092565.98,195724685.0,209446103.8,233703291.5,314529624.5,309096676.3,212923273.0
134,Республика Башкортостан,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,366255363.1,413858083.7,450258207.2,536507520.4,481033262.3,667878652.9,824213817.14,924131550.31,961319790.99,893963972.1,978472826.1,970695378.17,1082922943.1,1245976976.57,1320851443.3,1165509906.51
135,Республика Башкортостан,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,35434863.98,49242036.8,45780227.0,51786257.8,57923116.02,72571391.2,88506142.72,88443343.0,97642101.85,109822966.25,113188164.0,122252662.32,122986510.4,128759632.57,141092975.4,137740536.7
136,Республика Марий Эл,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,79696.1,106772.9,142972.6,290680.9,215457.1,217747.7,280639.0,359907.8,383694.2,468752.3,500882.9,648938.8,656209.2,684005.2,677188.3,929458.4
137,Республика Марий Эл,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,20156930.92,29077852.53,41937964.0,50927318.9,46594902.7,62550682.1,72786187.6,85832863.6,77449768.81,104874322.92,139430891.51,133456674.5,152085601.1,157872055.75,161680407.07,142625577.67
138,Республика Марий Эл,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,5574676.8,6167110.45,5010841.2,5829400.9,7510143.9,8728965.6,10067223.0,9694214.5,11007957.33,10862891.4,10958893.8,11967218.1,11545799.8,11878384.0,11953563.61,11947115.7
139,Республика Мордовия,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,63026.3,59749.9,181951.4,188475.8,164417.8,156130.5,237380.2,166208.9,185196.0,223646.4,231146.3,132358.9,77313.8,86371.5,96333.4,117125.5
140,Республика Мордовия,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,39544371.7,48726685.9,70792521.3,80855624.36,64906612.7,85371611.8,88601283.1,101320058.66,106093394.1,118328390.7,132267955.8,138024387.77,167180032.6,189093698.0,207256340.4,236603930.5
141,Республика Мордовия,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,7638684.8,8879413.8,8195283.9,6667228.6,7771508.6,9566481.88,10509420.7,10211733.67,10653650.01,11592677.7,11874401.6,12183758.21,11745010.2,13576816.3,12354091.5,12387742.0
142,Республика Татарстан (Татарстан),ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,197226459.3,203085638.8,232785834.7,268192546.2,281542337.5,307283593.0,373951726.3,363156150.41,367107562.29,368990720.65,439138804.2,443068831.5,547515306.4,689612358.6,688510357.1,575549655.4
143,Республика Татарстан (Татарстан),ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,261113263.3,364381949.5,469758312.5,598466696.6,504913831.6,672165387.9,864114871.68,995068292.63,1060483151.81,1183554864.8,1368999815.5,1432842581.66,1596329853.77,1930682142.6,1934816919.4,1953851587.53
144,Республика Татарстан (Татарстан),ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,41494556.9,44886507.1,55644328.6,66223201.43,81105176.2,90876274.1,107240388.9,109756665.59,121565537.21,126045544.05,126649640.1,133430358.45,126863365.4,144762476.5,148123871.53,139394630.98
145,Удмуртская Республика,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,46127729.45,55194696.33,72067058.09,83774565.15,74724691.35,86186929.1,113253250.2,124512338.45,133615704.7,137644211.9,165783653.7,162170632.45,191063993.2,253383830.0,253857942.7,187616196.1
146,Удмуртская Республика,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,69373324.89,88025729.31,111966058.7,123799065.6,105247041.1,128218962.95,158014979.8,171788825.85,190641335.32,220811168.84,273381081.5,333830621.69,321065602.03,377641415.67,406856466.6,337062165.06
147,Удмуртская Республика,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,12958692.0,16729173.65,16212104.1,19367698.21,21961961.15,24567492.3,28646277.7,27220367.47,29524099.5,33063073.2,34676926.0,37254929.1,37607632.6,40784436.0,40949487.8,41392702.2
148,Чувашская Республика - Чувашия,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,179880.0,195871.3,259685.2,400965.1,244420.5,358352.0,484150.2,695245.7,633117.7,1908883.2,638400.0,517775.0,706047.0,997299.1,727872.3,470434.3
149,Чувашская Республика - Чувашия,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,48071135.02,59885046.85,83812297.4,123334939.6,89666358.0,106128390.8,114602877.3,131448265.5,128288553.8,133121579.1,153828977.7,163397304.47,172564654.8,197853326.4,226882384.5,221808713.37
150,Чувашская Республика - Чувашия,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,11524043.6,14212415.4,10857528.7,14923502.7,18124773.7,21675990.6,21909390.5,20789963.4,21476280.6,21955209.2,20910754.8,21801235.4,24578450.4,27133324.1,26792421.2,24286704.33
151,Пермский край,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,60873043.7,72368161.85,79212694.55,90844493.35,87230997.95,111409621.0,184062814.2,213667785.0,209238247.2,206133915.8,249038116.0,254508288.8,294130026.6,387064730.0,396475934.5,289888517.5
152,Пермский край,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,274131507.6,311569461.6,400123101.6,567312672.5,442700959.8,548696391.3,732429214.3,760027784.46,783007839.91,846723380.37,900639442.71,868312748.86,933960295.68,1133053249.5,1156604514.3,1059475304.6
153,Пермский край,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,66146475.71,57811890.2,53263864.2,66239559.2,69337292.3,79829191.4,89354812.1,90085362.2,96925585.95,105398420.07,105588258.17,104835008.54,118341891.49,124036036.2,129108334.8,122566259.43
154,Кировская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,207895.9,215542.5,312558.4,463141.4,470146.7,568985.9,680991.8,910140.0,848206.05,898238.2,924787.7,1203352.6,1107196.8,1398936.8,2970150.0,1400797.26
155,Кировская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,51029003.64,62154355.02,76560774.17,97820223.4,77064173.3,101916032.52,129040032.78,131144764.24,135852060.39,153928805.75,189955728.8,193715128.65,199822000.5,232092511.8,238489911.5,255581757.88
156,Кировская область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,14548358.25,19272837.4,17303811.2,20976010.4,21531068.85,25797986.91,28800039.9,28302583.8,30720750.35,34879263.42,37172548.7,39842331.3,39382194.9,40668509.5,41181801.8,40318238.26
157,Нижегородская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,345544.0,523283.4,839906.7,1087119.2,730415.91,802212.3,1596983.1,1875879.11,1741274.12,1776434.28,2303025.5,1332999.49,1167562.3,1800735.5,2141150.1,1474376.8
158,Нижегородская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,334849583.2,424301041.4,556493224.3,639123469.3,533172924.7,699109357.7,873575067.9,898069896.9,943842547.61,998184917.16,1138575544.38,1146937189.44,1237832576.91,1391676488.93,1498896026.64,1356573016.08
159,Нижегородская область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,37884666.6,42565236.6,40828571.1,51711273.21,67535645.44,79810350.5,84439487.9,80661203.05,90995782.03,91099135.59,97913996.84,103857105.33,99013133.8,109520130.59,110434859.73,108269824.66
160,Оренбургская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,89821458.6,162965919.5,163170977.3,180117556.2,185874551.2,215311079.0,282235392.4,313118034.18,420880184.73,348080960.44,383955212.9,338586962.19,389692413.6,542496980.3,589755941.3,481121953.2
161,Оренбургская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,105242837.9,118693214.0,147789981.4,168113288.8,117413119.8,151633569.2,174976987.7,211629284.52,192003658.24,230678675.66,274498437.3,274312416.32,304237991.73,348347747.6,325780102.4,310290124.42
162,Оренбургская область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,33304413.9,41117704.8,48127572.85,52498140.15,55936978.04,81502873.01,96822706.3,83189081.87,62496402.02,65920646.62,78011502.0,57468109.87,57928280.9,61913293.0,67292595.6,65022981.07
163,Пензенская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,740353.2,896770.55,1115216.9,1221934.8,1000470.2,1358725.9,1604758.4,1878394.8,649416.08,595710.85,411301.1,846141.62,890440.7,909449.8,1583658.3,1858515.4
164,Пензенская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,37201891.57,44191911.6,58308037.05,74422705.4,73489833.35,84150111.1,99662894.2,115379131.0,128126701.53,139216062.47,176491389.2,188088741.6,195823094.7,196327046.1,223956287.3,262498489.0
165,Пензенская область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,9750895.4,11848041.7,9593287.65,10780748.55,13263613.7,14497047.7,17663406.3,16712537.05,14480009.04,19667021.63,21533904.1,22394061.05,22153133.5,22595526.1,22635363.7,21705316.7
166,Самарская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,55565853.3,70030822.5,77380475.2,91841316.53,90557004.8,108289638.2,145225898.5,171701920.69,186505531.0,205669103.8,244655717.9,240373816.4,273744462.2,368182671.1,371281609.8,272383632.4
167,Самарская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,376301412.6,454156622.7,495259332.3,560941734.1,393268949.0,549311015.1,689250635.83,757030987.2,780878665.03,833356730.52,928774814.2,938869278.1,969527951.9,1098570160.1,1156026624.0,1087820856.8
168,Самарская область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,55790166.39,55315629.57,56642842.1,64151087.61,69309392.55,87391111.1,98419770.4,98618741.8,115666366.5,122985443.62,115748209.9,119516616.4,115780187.5,125309424.8,126851017.5,140904474.23
169,Саратовская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,10074620.39,11070556.09,13715677.94,15170573.4,12184715.15,14204665.6,18190655.4,20836710.03,20374131.42,20222344.58,30645785.7,25803496.85,30491657.1,42025513.4,34948048.5,34408819.4
170,Саратовская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,78373964.73,92990674.28,125971172.4,159587838.9,130222374.9,168255747.2,208323092.86,246788104.34,242265652.95,275765630.85,342514991.3,346434010.72,352459412.26,398718530.55,410146074.86,427571767.55
171,Саратовская область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,34637085.49,45177198.95,43593945.0,62869388.5,67527185.6,82063634.9,81173828.2,80368614.6,90216822.61,89657595.53,93886082.2,95663681.4,96236272.2,101302265.2,98182769.06,94980232.9
172,Ульяновская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,3064434.4,3441271.3,3939709.7,4670572.6,4199140.9,5089203.4,7135374.8,8890718.8,10212067.6,11474906.0,12850904.9,9541010.1,7096371.8,7982431.7,13373720.5,14093423.36
173,Ульяновская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,58371878.52,70655595.14,92585244.73,104195971.7,82328891.38,111776355.5,134265486.52,157822595.69,164837144.93,185637644.96,235075410.89,235878939.37,256479843.44,256859339.41,316814031.0,276051692.06
174,Ульяновская область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,11557828.88,13139236.6,11206281.7,13710133.2,17355577.51,24154659.5,24783773.5,22469052.58,24929577.0,25522466.27,25529458.0,26187154.58,27119735.6,28433599.4,27330033.7,26302592.1
175,Курганская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,306274.55,511213.75,844049.6,1152317.8,1186122.6,1582077.9,1845678.0,2511327.2,2446750.7,2319513.8,2442298.3,3492744.4,3314896.9,3221649.8,3595211.8,3393374.8
176,Курганская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,24593069.02,32589191.94,41721094.39,50642015.95,39210920.6,53376172.09,60015567.78,67496352.34,74654165.44,75430690.52,88316411.46,93561398.17,96669690.71,105499743.8,125411769.47,123383789.96
177,Курганская область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,7921453.55,8546151.1,8096094.95,9926605.8,12037627.6,16901846.3,18663399.78,19170410.65,21681919.05,22949941.5,20414281.26,21360640.42,20540307.2,21324002.26,21155982.8,19464469.3
178,Свердловская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,34105939.4,37894119.2,49354959.25,54594700.8,39050675.1,61205932.1,70637653.8,62709544.8,54803570.3,52058720.6,56178117.8,54117861.95,66980115.2,76538246.8,92683459.1,92526767.4
179,Свердловская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,470693935.9,602506952.0,746140652.4,823495635.1,647765347.4,902604628.0,1094824771.6,1212347065.93,1257113264.45,1343306884.6,1659143854.15,1642784626.08,1734335314.71,1968982302.24,2039462931.83,2072196704.81
180,Свердловская область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,61591032.1,83637568.4,100586430.4,109889067.5,119176799.1,141380341.9,170796908.3,165582775.21,166297100.34,170914971.4,170374755.3,182508584.35,235726163.34,243507469.37,255389506.94,245175701.1
181,Ханты-Мансийский автономный округ - Югра (Тюменская область),ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,1285301728.0,1511714070.0,1562900280.0,1755504136.0,1674427506.0,1852415398.0,2332816096.6,2631668570.72,2341618869.88,2403087349.49,2717011239.1,2662061908.33,2983367501.9,3778781562.5,3859612316.8,2659122568.6
182,Ханты-Мансийский автономный округ - Югра (Тюменская область),ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,45961161.66,64708958.9,93546641.13,142654841.0,123720470.5,158285884.1,108902613.3,106657181.17,384324965.48,398696201.75,422090240.3,425678051.9,534441259.7,673173395.9,699831990.23,567899557.74
183,Ханты-Мансийский автономный округ - Югра (Тюменская область),ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,81425248.87,105267417.4,80444646.32,101633783.0,132869946.8,163049060.6,172588172.9,175103065.29,195093954.1,206904093.01,206988852.0,219991950.43,215479082.5,218778073.0,231027141.3,215684434.4
184,Ямало-Ненецкий автономный округ (Тюменская область),ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,364786691.3,459580095.9,464563770.0,559251709.4,498136357.0,558134417.5,671458760.5,890917745.3,1054857400.94,1146823308.5,1354151548.9,1495220688.06,1911722338.8,2470589614.8,2664635019.7,2357945159.6
185,Ямало-Ненецкий автономный округ (Тюменская область),ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,27073320.61,34581586.55,39123272.38,46039330.26,61100237.1,71151263.2,97675016.9,115408918.8,126393313.48,156798464.43,295942334.6,322287127.06,346798851.23,442186879.05,376534862.26,307490084.98
186,Ямало-Ненецкий автономный округ (Тюменская область),ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,13365593.53,19191532.3,23107245.5,26579021.6,31425772.4,32847490.1,35526603.8,41033730.37,48682928.53,49734316.82,49234262.0,55464296.43,58692887.6,47356653.0,56403838.2,53303625.2
187,Тюменская область (без автономных округов),ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,6236850.699999988,7494304.100000024,7944091.0,9025032.600000024,19645961.0,33485956.5,56615372.599999905,82834390.36000037,109567207.5,130517917.9000001,164280090.0999999,170771567.5800004,173824654.5,273221476.5,244393989.8,183155192.3
188,Тюменская область (без автономных округов),ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,227734979.53000003,317598797.55,348879812.29,467515876.64,384081128.6,521833386.99999994,700016444.3000001,773270873.2500001,593218966.5799999,529095066.9399999,605769519.2900001,634872817.45,687372551.0,804308415.39,662396541.21,651681655.42
189,Тюменская область (без автономных округов),ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,14171610.000000002,17031923.49999998,19783610.080000013,26384632.099999987,32091281.100000016,36479277.800000004,41613452.999999985,44909686.24000002,50065341.43000001,43512355.73000001,45194155.81999999,48261600.50000001,44678070.4,51387725.74,56953426.7,58985789.2
190,Челябинская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,7586991.3,9613119.1,12830042.1,16603092.2,14415579.6,18253453.3,22602689.6,27607363.0,31438185.61,36861685.58,57431991.8,67339530.2,63272374.5,80989634.5,88635303.6,139619313.5
191,Челябинская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,397791647.9,497392079.4,660758206.9,788999242.7,530627265.5,768583613.6,925767350.7,936031445.3,902273378.8,1003097731.24,1197579086.7,1222563246.78,1360873846.1,1491774388.1,1480982379.1,1412224407.1
192,Челябинская область,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,34165349.6,45017215.9,46824849.0,61410849.8,59782258.9,73208921.7,80554384.8,83046976.13,87505222.76,102898535.87,112835588.6,129694057.4,136981663.49,122934153.6,128814349.8,129497823.0
193,Республика Алтай,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,283389.7,320264.4,405177.1,493675.0,541170.1,508514.5,862291.6,739901.1,575435.9,627905.0,977244.2,1568027.3,3593458.6,2687977.3,1114021.0,851450.2
194,Республика Алтай,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,459667.1,761701.97,1051322.3,1082435.4,1172393.3,1596967.3,1295829.2,1367318.9,2452091.8,3277115.6,7172052.1,4777004.8,4994646.45,3560706.2,3537351.5,4534270.1
195,Республика Алтай,ЭЛЕКТРОЭНЕРГИЯ И ГАЗ,609288.7,928747.2,827873.0,1012800.9,1280579.72,1637306.9,1654153.0,1817250.1,1838416.6,2050226.4,2389871.7,2757576.0,2822010.4,3047967.3,2880292.9,2739793.3
196,Республика Тыва,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,1014056.9,1248066.3,1425415.3,1885105.3,2127662.3,3010700.0,3375565.3,3640248.7,3624445.0,4569260.5,7847999.3,14998889.3,23346742.0,28677767.4,21458464.3,16860405.0
197,Республика Тыва,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,427238.1,606392.5,687661.0,436491.3,639520.7,768776.7,514447.1,680871.4,894531.1,612453.2,724946.7,664403.0,369788.87,518354.9,666461.51,562091.74
