,region,total,18_30,31_40,41_50,51_60,60_,date
1273,Кемеровская область - Кузбасс,84.18120752821001,3.9593643791534827,6.4956582434003485,7.71723533207638,16.149531128878984,49.859418444700815,2018-03-01
1274,Новосибирская область,66.12656332415271,3.1396464993264246,5.1913889923764245,5.978452042401722,11.622716038050106,40.19435975199804,2018-03-01
1275,Омская область,64.42590892927385,3.1427272648426263,5.125808576278225,5.855880445757088,11.7923698051254,38.5091228372705,2018-03-01
1276,Томская область,49.73290796453611,2.749749601216753,4.394034944541307,4.621248655265793,8.559001372556294,29.408873390955968,2018-03-01
1277,Красноярский край,62.1154828251168,3.6537496823393174,5.465328140443045,6.183910499472101,11.684698437022531,35.1277960658398,2018-03-01
1278,Иркутская область,88.1829468907472,6.256564047425438,8.250994615661375,8.961003579160591,15.692570694140866,49.02181395435894,2018-03-01
1279,Республика Бурятия,74.75487831014586,4.638851165705614,7.356951826846018,7.813015801753358,14.604204523870226,40.341854991970635,2018-03-01
1280,Забайкальский край,74.51300607938434,4.505008361250776,6.622819037179136,7.139221816432794,12.444001991040318,43.80195487348132,2018-03-01
1281,Хабаровский край,51.583901853644726,2.799062261443557,4.358195651290143,5.46863589755944,7.844601604153272,31.113406439198318,2018-03-01
1282,Амурская область,83.7712794204583,4.25212668957847,6.659368956844985,7.854222818953338,14.52862138412673,50.476939570954784,2018-03-01
1283,Камчатский край,42.61036833282101,2.8235786244640426,3.7616024997068678,4.845400355561752,7.469332006578843,23.710454846509503,2018-03-01
1284,Магаданская область,34.582312566364315,2.644162369613647,4.0391141709058855,4.517978222095759,7.28012158982865,16.10093621392037,2018-03-01
1285,Сахалинская область,43.845028673081984,2.9295301123462556,4.553420063201144,5.228680834222461,7.007615554254449,24.125782109057674,2018-03-01
1286,Еврейская автономная область,79.07341340871777,4.771192612984064,7.277148888367671,7.499351907859815,12.19647684767983,47.32924315182638,2018-03-01
1287,Чукотский автономный округ,31.551430655750995,3.4246575342465753,4.620248034368161,5.329496636135203,7.842263110967011,10.334765340034043,2018-03-01
1288,Республика Саха (Якутия),53.36243816950629,4.533717710742173,5.695145852560845,7.2122613628114856,12.549645868115688,23.371667375276097,2018-03-01
1289,Приморский край,58.13583323270799,2.9999419770762406,5.015062437370527,6.103384304642304,9.58371427212333,34.43373024149559,2018-03-01
1290,Российская Федерация,77.56319099061473,3.5398316366607636,5.302183479416781,6.99126484050646,13.720656812883012,48.009254221147714,2018-04-01
1291,Белгородская область,136.77094167533403,3.6699710170362017,6.5179407901019175,10.036931986817011,22.24952189723565,94.29657598414325,2018-04-01
1292,Брянская область,89.73956673179286,3.238693886449179,5.324604329378967,8.26436726557455,17.006033120228047,55.90586813016213,2018-04-01
1293,Владимирская область,92.87786658850484,2.9455786211935107,4.895754811776801,6.778458388623392,15.438894842117712,62.819179924793424,2018-04-01
